Your gain is currently: 25   
You selected 25 as your front-to-back gain.
Select a side-to-side gain (0 to 50) by inputing 5 digits. Press # to confirm.
25
You selected 25 as your side-to-side gain
Select a steering gain (0 to 100) by inputing 5 digits. Press # to confirm.
100
You selected 100 as your steering gain
Select a integral gain (0 to 100) by inputing 5 digits. Press # to confirm.
100
You selected 100 as your integral gain
27,-141,25,25,100,2765
26,-140,25,25,100,2745
27,-139,25,25,100,2725
28,-142,25,25,100,2705
26,-140,25,25,100,2685
27,-141,25,25,100,2665
27,-141,25,25,100,2645
26,-141,25,25,100,2625
28,-141,25,25,100,2605
25,-140,25,25,100,2585
27,-140,25,25,100,2565
27,-170,25,25,100,2545
27,-110,25,25,100,2525
27,-202,25,25,100,2505
27,-235,25,25,100,2485
26,-174,25,25,100,2465
-4,-266,25,25,100,2445
-6,-205,25,25,100,2425
-36,-297,25,25,100,2405
60,-364,25,25,100,2385
-103,-807,25,25,100,2365
-423,-748,25,25,100,2345
58,21,25,25,100,2325
89,-590,25,25,100,2305
-487,-746,25,25,100,2285
-163,-937,25,25,100,2265
-228,-271,25,25,100,2245
-261,-650,25,25,100,2225
-584,-523,25,25,100,2205
-1158,-938,25,25,100,2185
-1191,-1004,25,25,100,2165
-1127,-782,25,25,100,2264
-1061,-2797,25,25,100,2027
-901,-1675,25,25,100,2027
-1257,-108,25,25,100,2765
-519,-2575,25,25,100,2765
-616,-1930,25,25,100,2027
-583,-1963,25,25,100,2027
-584,-1965,25,25,100,2027
-584,-2026,25,25,100,2027
-615,-2222,25,25,100,2027
-195,-2029,25,25,100,2027
-645,-2858,25,25,100,2027
-808,-2155,25,25,100,2027
-197,-2606,25,25,100,2027
-741,-2412,25,25,100,2027
-835,-3371,25,25,100,2027
699,-1677,25,25,100,2027
314,-841,25,25,100,2765
504,-2285,25,25,100,2622
503,-2540,25,25,100,2027
442,-2474,25,25,100,2027
1081,-2349,25,25,100,2027
761,-2573,25,25,100,2027
764,-1677,25,25,100,2027
538,-2062,25,25,100,2027
312,-2380,25,25,100,2027
56,-2536,25,25,100,2027
-167,-1935,25,25,100,2027
-6,-2376,25,25,100,2027
-357,-2571,25,25,100,2027
348,692,25,25,100,2027
-73,2103,25,25,100,2765
-225,-46,25,25,100,2765
-72,-107,25,25,100,2762

Your maximum slope was: 3371
